Elapsed time AscRate GpsHeightMSL      P   Temp   RH   Dewp Dir Speed
           s     m/s            m    hPa     ?C    %     ?C   ?   m/s
        3192     5.0      19436.7  60.15 -62.01  1.2 -91.10 331 12.19
        3193     5.1      19441.8  60.10 -61.95  1.2 -91.11 332 12.12
        3194     5.0      19446.8  60.06 -61.88  1.2 -91.13 333 12.05
        3195     5.0      19451.8  60.01 -61.82  1.2 -91.14 333 11.97
        3196     5.0      19456.8  59.96 -61.74  1.2 -91.15 334 11.88
        3197     4.9      19461.8  59.91 -61.66  1.2 -91.15 335 11.79
        3198     4.9      19466.6  59.86 -61.57  1.2 -91.14 335 11.68
        3199     4.8      19471.4  59.82 -61.48  1.1 -91.14 336 11.56
        3200     4.8      19476.2  59.77 -61.39  1.1 -91.13 337 11.43
        3201     4.8      19481.0  59.73 -61.30  1.1 -91.12 337 11.28
        3202     4.9      19485.8  59.68 -61.21  1.1 -91.12 338 11.13
        3203     5.0      19490.8  59.63 -61.14  1.1 -91.12 338 10.97
        3204     5.1      19495.9  59.58 -61.07  1.1 -91.12 339 10.79
        3205     5.1      19501.0  59.53 -61.02  1.1 -91.14 339 10.61
        3206     5.1      19506.1  59.48 -60.99  1.1 -91.16 340 10.41
        3207     5.2      19511.3  59.44 -60.96  1.1 -91.19 340 10.21
        3208     5.4      19516.7  59.39 -60.94  1.1 -91.23 341 10.00
        3209     5.4      19522.2  59.33 -60.93  1.0 -91.26 341  9.78
        3210     5.3      19527.6  59.28 -60.93  1.0 -91.30 342  9.56
        3211     5.1      19532.7  59.23 -60.92  1.0 -91.34 342  9.34
        3212     4.9      19537.6  59.18 -60.91  1.0 -91.37 343  9.11
        3213     4.7      19542.3  59.14 -60.90  1.0 -91.41 343  8.89
        3214     4.6      19546.8  59.10 -60.88  1.0 -91.44 343  8.67
        3215     4.6      19551.4  59.05 -60.86  1.0 -91.46 343  8.45
        3216     4.6      19556.0  59.01 -60.82  1.0 -91.47 344  8.23
        3217     4.6      19560.6  58.96 -60.78  1.0 -91.48 344  8.02
        3218     4.6      19565.2  58.92 -60.72  1.0 -91.48 344  7.82
        3219     4.8      19570.0  58.88 -60.65  1.0 -91.47 344  7.62
        3220     5.0      19575.0  58.83 -60.57  1.0 -91.44 344  7.43
        3221     5.3      19580.3  58.78 -60.47  1.0 -91.40 344  7.25
        3222     5.4      19585.8  58.73 -60.34  1.0 -91.35 344  7.08
        3223     5.3      19591.2  58.68 -60.21  0.9 -91.28 343  6.92
        3224     5.1      19596.3  58.63 -60.08  0.9 -91.22 343  6.78
        3225     4.9      19601.1  58.58 -59.96  0.9 -91.16 343  6.64
        3226     4.8      19605.8  58.54 -59.86  0.9 -91.11 342  6.51
        3227     5.0      19610.8  58.49 -59.79  0.9 -91.08 341  6.39
        3228     5.1      19616.0  58.44 -59.74  0.9 -91.06 341  6.29
        3229     5.2      19621.2  58.40 -59.71  0.9 -91.05 340  6.19
        3230     5.1      19626.3  58.35 -59.68  0.9 -91.04 339  6.10
        3231     5.0      19631.3  58.30 -59.65  0.9 -91.02 338  6.02
        3232     4.9      19636.1  58.26 -59.62  0.9 -91.00 337  5.95
        3233     4.9      19641.0  58.21 -59.60  0.9 -90.98 336  5.89
        3234     4.8      19645.9  58.16 -59.58  0.9 -90.96 335  5.83
        3235     4.8      19650.7  58.12 -59.56  0.9 -90.94 334  5.78
        3236     4.8      19655.5  58.08 -59.55  0.9 -90.92 333  5.74
        3237     4.9      19660.4  58.03 -59.53  0.9 -90.89 331  5.70
        3238     4.9      19665.4  57.98 -59.51  0.9 -90.86 330  5.66
        3239     4.7      19670.1  57.94 -59.49  0.9 -90.83 329  5.62
        3240     4.5      19674.6  57.90 -59.46  0.9 -90.79 327  5.59
        3241     4.4      19678.9  57.86 -59.44  0.9 -90.76 326  5.56
        3242     4.3      19683.2  57.82 -59.43  1.0 -90.73 325  5.53
        3243     4.4      19687.6  57.78 -59.43  1.0 -90.70 323  5.51
        3244     4.4      19692.0  57.74 -59.43  1.0 -90.68 322  5.49
        3245     4.4      19696.4  57.70 -59.44  1.0 -90.66 320  5.47
        3246     4.5      19700.9  57.66 -59.46  1.0 -90.65 319  5.45
        3247     4.7      19705.6  57.61 -59.48  1.0 -90.64 318  5.43
        3248     4.8      19710.5  57.57 -59.51  1.0 -90.63 316  5.41
        3249     4.7      19715.3  57.52 -59.54  1.0 -90.63 315  5.40
        3250     4.6      19719.8  57.48 -59.57  1.0 -90.62 313  5.39
        3251     4.6      19724.4  57.44 -59.59  1.0 -90.62 312  5.38
        3252     4.6      19729.1  57.40 -59.62  1.0 -90.61 311  5.37
        3253     4.6      19733.8  57.35 -59.63  1.0 -90.60 309  5.37
        3254     4.5      19738.3  57.31 -59.64  1.0 -90.58 308  5.36
        3255     4.4      19742.6  57.27 -59.64  1.0 -90.56 307  5.36
        3256     4.5      19747.0  57.23 -59.63  1.0 -90.54 306  5.36
        3257     4.7      19751.8  57.19 -59.60  1.0 -90.50 304  5.37
        3258     5.0      19756.8  57.14 -59.56  1.0 -90.46 303  5.37
        3259     5.1      19761.9  57.10 -59.53  1.0 -90.42 302  5.38
        3260     5.2      19767.2  57.05 -59.50  1.0 -90.39 301  5.39
        3261     5.2      19772.4  57.00 -59.49  1.0 -90.38 300  5.40
        3262     5.1      19777.4  56.95 -59.49  1.0 -90.37 299  5.41
        3263     5.0      19782.4  56.91 -59.51  1.0 -90.38 298  5.42
        3264     4.9      19787.3  56.86 -59.54  1.0 -90.40 297  5.43
        3265     4.8      19792.1  56.82 -59.57  1.0 -90.42 296  5.45
        3266     4.8      19796.9  56.78 -59.58  1.0 -90.43 295  5.46
        3267     4.7      19801.6  56.73 -59.59  1.0 -90.44 294  5.48
        3268     4.8      19806.3  56.69 -59.58  1.0 -90.44 293  5.50
        3269     4.9      19811.2  56.65 -59.57  1.0 -90.44 292  5.52
        3270     5.1      19816.4  56.60 -59.55  1.0 -90.43 291  5.54
        3271     5.2      19821.7  56.55 -59.54  1.0 -90.43 290  5.57
        3272     5.2      19826.9  56.50 -59.52  1.0 -90.42 288  5.59
        3273     5.0      19831.9  56.46 -59.51  1.0 -90.42 287  5.62
        3274     4.8      19836.6  56.42 -59.50  1.0 -90.42 286  5.65
        3275     4.7      19841.2  56.38 -59.50  1.0 -90.42 285  5.68
        3276     4.8      19845.9  56.34 -59.50  1.0 -90.42 284  5.72
        3277     5.1      19851.0  56.29 -59.49  1.0 -90.42 282  5.76
        3278     5.4      19856.5  56.24 -59.48  1.0 -90.41 281  5.80
        3279     5.5      19862.2  56.19 -59.47  1.0 -90.41 280  5.85
        3280     5.3      19867.5  56.14 -59.47  1.0 -90.40 279  5.89
        3281     5.0      19872.5  56.10 -59.46  1.0 -90.39 278  5.94
        3282     4.7      19877.2  56.05 -59.47  1.0 -90.38 277  5.99
        3283     4.4      19881.6  56.01 -59.48  1.0 -90.38 276  6.03
        3284     4.3      19885.8  55.98 -59.49  1.0 -90.37 276  6.07
        3285     4.4      19890.1  55.94 -59.49  1.0 -90.37 275  6.11
        3286     4.7      19894.8  55.90 -59.50  1.0 -90.36 275  6.14
        3287     5.0      19899.9  55.85 -59.51  1.0 -90.35 274  6.17
        3288     5.1      19905.2  55.80 -59.53  1.0 -90.34 274  6.19
        3289     4.9      19910.1  55.76 -59.55  1.0 -90.35 274  6.21
        3290     4.7      19914.7  55.72 -59.59  1.0 -90.35 274  6.23
        3291     4.6      19919.3  55.68 -59.63  1.0 -90.37 274  6.24
        3292     4.8      19924.0  55.63 -59.67  1.0 -90.39 275  6.25
        3293     4.9      19928.9  55.59 -59.72  1.0 -90.41 275  6.25
        3294     5.1      19934.0  55.55 -59.76  1.0 -90.43 275  6.25
        3295     5.2      19939.2  55.50 -59.80  1.0 -90.44 276  6.25
        3296     5.3      19944.5  55.45 -59.83  1.0 -90.45 277  6.25
        3297     5.4      19949.9  55.40 -59.84  1.0 -90.46 277  6.25
        3298     5.5      19955.3  55.36 -59.85  1.1 -90.46 278  6.25
        3299     5.8      19961.0  55.31 -59.84  1.1 -90.46 279  6.25
        3300     6.2      19967.3  55.25 -59.84  1.1 -90.45 280  6.25
        3301     6.6      19974.0  55.19 -59.82  1.1 -90.44 280  6.26
        3302     6.7      19980.8  55.13 -59.82  1.1 -90.44 281  6.27
        3303     6.5      19987.4  55.07 -59.81  1.0 -90.44 282  6.29
        3304     6.1      19993.6  55.02 -59.80  1.0 -90.43 282  6.31
        3305     5.7      19999.2  54.97 -59.79  1.0 -90.43 283  6.33
        3306     5.4      20004.6  54.92 -59.76  1.0 -90.41 283  6.36
        3307     5.1      20009.6  54.88 -59.73  1.0 -90.39 284  6.40
        3308     5.0      20014.5  54.83 -59.70  1.0 -90.37 284  6.44
        3309     5.2      20019.7  54.79 -59.66  1.0 -90.34 284  6.48
        3310     5.6      20025.2  54.74 -59.63  1.0 -90.31 284  6.53
        3311     6.0      20031.3  54.69 -59.58  1.0 -90.28 285  6.58
        3312     6.2      20037.6  54.63 -59.54  1.1 -90.24 285  6.63
        3313     6.1      20043.7  54.58 -59.49  1.1 -90.20 285  6.69
        3314     5.7      20049.5  54.53 -59.47  1.1 -90.16 285  6.74
        3315     5.4      20054.8  54.48 -59.46  1.1 -90.14 286  6.80
        3316     5.1      20059.8  54.44 -59.47  1.1 -90.13 286  6.86
        3317     5.1      20064.8  54.40 -59.50  1.1 -90.13 287  6.92
        3318     5.3      20070.1  54.35 -59.54  1.1 -90.13 287  6.97
        3319     5.7      20075.8  54.30 -59.58  1.1 -90.13 288  7.03
        3320     5.9      20081.9  54.25 -59.63  1.1 -90.14 288  7.09
        3321     5.9      20088.0  54.19 -59.69  1.1 -90.14 289  7.15
        3322     5.5      20093.5  54.14 -59.74  1.1 -90.15 290  7.21
        3323     4.8      20098.3  54.10 -59.80  1.1 -90.15 291  7.26
        3324     4.1      20102.3  54.07 -59.87  1.1 -90.16 292  7.32
        3325     3.9      20106.0  54.04 -59.93  1.1 -90.17 293  7.38
        3326     4.0      20109.9  54.01 -59.99  1.1 -90.17 295  7.44
        3327     4.6      20114.5  53.96 -60.05  1.1 -90.17 296  7.51
        3328     5.0      20119.6  53.92 -60.11  1.1 -90.16 297  7.58
        3329     5.3      20124.9  53.87 -60.16  1.2 -90.16 299  7.65
        3330     5.5      20130.3  53.83 -60.21  1.2 -90.15 300  7.72
        3331     5.9      20136.1  53.78 -60.26  1.2 -90.15 301  7.80
        3332     6.5      20142.6  53.72 -60.32  1.2 -90.14 303  7.88
        3333     7.1      20149.7  53.66 -60.37  1.2 -90.14 304  7.97
        3334     7.4      20157.3  53.59 -60.43  1.2 -90.14 305  8.05
        3335     7.3      20164.7  53.53 -60.49  1.2 -90.15 307  8.14
        3336     6.8      20171.5  53.47 -60.54  1.2 -90.15 308  8.22
        3337     6.3      20177.7  53.42 -60.60  1.2 -90.16 309  8.30
        3338     5.8      20183.5  53.37 -60.67  1.2 -90.18 310  8.38
        3339     5.6      20189.0  53.32 -60.73  1.2 -90.19 310  8.46
        3340     5.6      20194.6  53.28 -60.80  1.2 -90.21 311  8.54
        3341     5.7      20200.3  53.23 -60.86  1.2 -90.23 312  8.61
        3342     5.5      20206.0  53.18 -60.91  1.2 -90.25 313  8.68
        3343     5.2      20211.1  53.13 -60.97  1.3 -90.27 313  8.74
        3344     4.9      20216.0  53.09 -61.01  1.3 -90.28 314  8.80
        3345     4.8      20220.8  53.05 -61.04  1.3 -90.29 314  8.86
        3346     4.9      20225.6  53.01 -61.07  1.3 -90.30 315  8.91
        3347     4.9      20230.6  52.97 -61.09  1.3 -90.30 315  8.96
        3348     4.9      20235.5  52.92 -61.10  1.3 -90.31 315  9.00
        3349     4.9      20240.4  52.88 -61.12  1.3 -90.31 316  9.05
        3350     4.8      20245.2  52.84 -61.13  1.3 -90.32 316  9.09
        3351     4.9      20250.0  52.80 -61.16  1.3 -90.33 317  9.12
        3352     5.0      20255.0  52.76 -61.19  1.3 -90.35 317  9.16
        3353     5.1      20260.1  52.72 -61.22  1.3 -90.37 317  9.20
        3354     5.3      20265.4  52.67 -61.24  1.3 -90.39 318  9.23
        3355     5.4      20270.9  52.62 -61.25  1.3 -90.40 318  9.27
        3356     5.3      20276.3  52.58 -61.25  1.3 -90.39 319  9.31
        3357     5.2      20281.4  52.53 -61.24  1.3 -90.39 319  9.35
        3358     5.0      20286.4  52.49 -61.23  1.3 -90.38 320  9.39
        3359     4.8      20291.2  52.45 -61.21  1.3 -90.37 321  9.43
        3360     4.8      20296.0  52.41 -61.22  1.3 -90.38 321  9.48
        3361     4.9      20300.8  52.37 -61.23  1.3 -90.39 322  9.53
        3362     5.0      20305.8  52.33 -61.26  1.3 -90.41 323  9.58
        3363     5.1      20310.9  52.28 -61.29  1.3 -90.44 323  9.63
        3364     5.3      20316.2  52.24 -61.33  1.3 -90.47 324  9.68
        3365     5.4      20321.6  52.20 -61.36  1.3 -90.50 325  9.73
        3366     5.6      20327.2  52.15 -61.39  1.3 -90.53 326  9.78
        3367     5.5      20332.8  52.10 -61.43  1.3 -90.55 326  9.83
        3368     5.4      20338.2  52.06 -61.45  1.3 -90.57 327  9.88
        3369     5.3      20343.4  52.01 -61.48  1.3 -90.59 328  9.93
        3370     5.3      20348.7  51.97 -61.50  1.3 -90.60 329  9.97
        3371     5.2      20354.0  51.92 -61.51  1.3 -90.62 329 10.01
        3372     5.1      20359.1  51.88 -61.53  1.3 -90.63 330 10.05
        3373     4.9      20363.9  51.84 -61.54  1.3 -90.64 331 10.09
        3374     4.8      20368.6  51.80 -61.56  1.3 -90.65 331 10.12
        3375     4.9      20373.4  51.76 -61.57  1.3 -90.65 332 10.14
        3376     5.1      20378.5  51.72 -61.59  1.3 -90.66 333 10.16
        3377     5.2      20383.8  51.67 -61.60  1.3 -90.67 333 10.17
        3378     5.0      20388.8  51.63 -61.62  1.3 -90.68 334 10.17
        3379     4.9      20393.6  51.59 -61.64  1.3 -90.69 335 10.17
        3380     4.9      20398.4  51.55 -61.66  1.3 -90.70 335 10.17
        3381     5.1      20403.5  51.51 -61.68  1.3 -90.71 336 10.15
        3382     5.2      20408.8  51.46 -61.70  1.3 -90.72 336 10.14
        3383     5.3      20414.1  51.42 -61.73  1.3 -90.73 337 10.11
        3384     5.3      20419.4  51.38 -61.75  1.3 -90.74 338 10.08
        3385     5.3      20424.8  51.33 -61.78  1.3 -90.75 338 10.05
        3386     5.3      20430.1  51.29 -61.80  1.3 -90.76 339 10.01
        3387     5.2      20435.2  51.25 -61.82  1.3 -90.77 339  9.97
        3388     5.1      20440.3  51.20 -61.84  1.3 -90.77 340  9.93
        3389     5.2      20445.5  51.16 -61.85  1.3 -90.77 341  9.88
        3390     5.2      20450.7  51.12 -61.86  1.3 -90.77 341  9.83
        3391     5.2      20456.0  51.07 -61.87  1.3 -90.77 342  9.78
        3392     5.1      20461.1  51.03 -61.87  1.3 -90.75 343  9.73
        3393     5.0      20466.1  50.99 -61.86  1.3 -90.74 343  9.67
        3394     5.0      20471.1  50.95 -61.84  1.3 -90.71 344  9.61
        3395     4.9      20476.1  50.91 -61.81  1.3 -90.68 345  9.54
        3396     4.9      20480.9  50.87 -61.78  1.3 -90.65 346  9.47
        3397     4.9      20485.7  50.83 -61.75  1.3 -90.63 346  9.40
        3398     4.9      20490.6  50.79 -61.74  1.3 -90.61 347  9.31
        3399     5.0      20495.7  50.75 -61.75  1.3 -90.61 348  9.22
        3400     5.0      20500.7  50.71 -61.78  1.3 -90.62 349  9.13
        3401     5.0      20505.7  50.67 -61.81  1.3 -90.65 350  9.02
        3402     4.9      20510.6  50.63 -61.85  1.3 -90.67 350  8.91
        3403     4.7      20515.3  50.59 -61.88  1.3 -90.69 351  8.79
        3404     4.7      20519.9  50.55 -61.90  1.3 -90.70 352  8.66
        3405     4.8      20524.7  50.51 -61.90  1.3 -90.71 353  8.52
        3406     4.9      20529.6  50.47 -61.90  1.3 -90.71 353  8.37
        3407     5.0      20534.7  50.43 -61.89  1.3 -90.71 354  8.21
        3408     5.1      20539.8  50.39 -61.89  1.3 -90.71 355  8.04
        3409     5.2      20545.0  50.35 -61.90  1.3 -90.73 355  7.87
        3410     5.2      20550.2  50.30 -61.92  1.3 -90.75 356  7.68
        3411     5.3      20555.4  50.26 -61.94  1.3 -90.78 356  7.49
        3412     5.4      20560.8  50.22 -61.96  1.3 -90.81 357  7.30
        3413     5.4      20566.3  50.17 -61.99  1.3 -90.85 357  7.09
        3414     5.5      20571.7  50.13 -62.01  1.3 -90.88 357  6.88
        3415     5.5      20577.3  50.08 -62.03  1.3 -90.92 358  6.67
        3416     5.3      20582.6  50.04 -62.03  1.3 -90.94 358  6.45
        3417     5.2      20587.8  50.00 -62.02  1.3 -90.96 358  6.24
        3418     5.1      20592.8  49.96 -62.00  1.3 -90.97 358  6.02
        3419     5.3      20598.0  49.91 -61.98  1.3 -90.98 358  5.81
        3420     5.6      20603.6  49.87 -61.94  1.3 -90.99 358  5.60
        3421     5.9      20609.6  49.82 -61.91  1.2 -90.99 358  5.39
        3422     6.2      20615.8  49.77 -61.88  1.2 -91.01 358  5.19
        3423     6.4      20622.2  49.72 -61.86  1.2 -91.02 358  4.99
        3424     6.5      20628.8  49.67 -61.83  1.2 -91.03 358  4.80
        3425     6.5      20635.4  49.61 -61.81  1.2 -91.05 358  4.62
        3426     6.2      20641.6  49.56 -61.78  1.2 -91.07 357  4.44
        3427     5.8      20647.4  49.52 -61.74  1.2 -91.08 357  4.26
        3428     5.5      20652.8  49.47 -61.70  1.2 -91.08 357  4.09
        3429     5.2      20657.9  49.43 -61.65  1.2 -91.08 357  3.93
        3430     5.2      20663.1  49.39 -61.59  1.2 -91.07 356  3.77
        3431     5.5      20668.5  49.35 -61.52  1.2 -91.06 356  3.61
        3432     5.8      20674.3  49.30 -61.45  1.2 -91.04 356  3.46
        3433     6.2      20680.5  49.25 -61.37  1.2 -91.02 356  3.31
        3434     6.5      20687.1  49.20 -61.30  1.1 -91.00 356  3.16
        3435     6.6      20693.8  49.15 -61.21  1.1 -90.96 355  3.01
        3436     6.5      20700.3  49.10 -61.12  1.1 -90.93 355  2.86
        3437     6.3      20706.7  49.05 -61.03  1.1 -90.89 355  2.72
        3438     6.0      20712.6  49.00 -60.95  1.1 -90.85 354  2.57
        3439     5.7      20718.2  48.96 -60.88  1.1 -90.82 354  2.42
        3440     5.6      20723.7  48.91 -60.84  1.1 -90.80 353  2.28
        3441     5.5      20729.3  48.87 -60.81  1.1 -90.80 353  2.14
        3442     5.4      20734.8  48.82 -60.81  1.1 -90.80 351  1.99
        3443     5.3      20739.9  48.78 -60.82  1.1 -90.81 350  1.85
        3444     5.4      20745.2  48.74 -60.83  1.1 -90.82 348  1.72
        3445     5.8      20750.9  48.70 -60.85  1.1 -90.83 346  1.59
        3446     6.3      20757.3  48.65 -60.87  1.1 -90.84 342  1.48
        3447     6.5      20764.0  48.60 -60.89  1.1 -90.85 338  1.37
        3448     6.4      20770.5  48.54 -60.93  1.1 -90.87 334  1.28
        3449     5.9      20776.4  48.50 -60.98  1.1 -90.90 328  1.21
        3450     5.5      20781.8  48.46 -61.04  1.1 -90.93 322  1.17
        3451     5.2      20786.9  48.42 -61.11  1.1 -90.96 315  1.15
        3452     5.1      20791.9  48.38 -61.17  1.1 -90.99 308  1.17
        3453     5.1      20797.1  48.34 -61.24  1.1 -91.02 302  1.21
        3454     5.1      20802.2  48.30 -61.29  1.1 -91.04 296  1.27
        3455     5.0      20807.1  48.26 -61.32  1.1 -91.05 292  1.36
        3456     5.0      20812.1  48.22 -61.34  1.1 -91.05 288  1.46
        3457     5.2      20817.3  48.18 -61.35  1.2 -91.03 285  1.58
        3458     5.5      20822.8  48.14 -61.34  1.2 -91.01 283  1.71
